record_id,collection_zone,district,ward_number,collection_date,collection_time,waste_source,collection_point_id,latitude,longitude,waste_category,sub_waste_type,waste_weight_kg,waste_volume_m3,moisture_content_pct,organic_content_pct,plastic_content_pct,metal_content_pct,glass_content_pct,paper_content_pct,hazardous_content_pct,contamination_level,odor_level,temperature_c,humidity_pct,rainfall_mm,air_quality_index,collection_frequency_days,bin_fill_level_pct,overflow_status,vehicle_type,vehicle_capacity_kg,distance_to_processing_km,travel_time_min,fuel_consumption_l,traffic_density,processing_facility,recycling_feasibility_score,compost_quality_score,energy_recovery_score,landfill_priority_score,resource_recovery_score,collection_priority_score,route_efficiency_score,operational_cost_usd,carbon_emission_kg,farmland_reuse_potential,management_decision
SWM_108700,North Zone,District_F,11,2025-06-26,19:11,Market,CP_9579,19.29158,68.644621,Glass,Jar,441.63,0.83,34.93,69.67,13.92,19.34,4.69,47.32,5.2,1.28,9.53,21.52,77.43,36.39,212,2,77.4,Yes,Mini Truck,1739,10.7,116,28.45,High,Recycling Plant,41.2,58.69,95.73,11.01,42.25,2.27,0.09,288.72,97.5,Low,Recycling
SWM_108701,Urban Zone,District_A,41,2025-02-28,02:37,Commercial,CP_7532,32.06612,68.857173,Mixed,Municipal Mixed,623.61,3.5,30.19,62.91,28.53,16.93,14.13,48.88,1.65,4.23,3.51,35.95,40.81,81.31,135,5,73.02,Yes,Compactor Truck,8430,47.17,173,19.91,Moderate,Composting Facility,25.52,71.35,15.76,93.32,42.79,49.93,53.36,292.37,82.94,High,Composting
SWM_108702,Industrial Zone,District_F,10,2025-08-03,12:30,Industrial,CP_4013,34.282302,94.6798,Glass,Jar,125.76,6.7,49.95,5.07,60.55,45.2,2.64,21.41,4.54,1.75,1.04,28.55,55.54,50.31,64,9,90.75,Yes,Auto Tipper,3803,7.41,9,34.79,Low,Composting Facility,86.11,45.72,50.49,22.22,64.19,19.04,40.92,115.95,81.79,Low,Recycling
SWM_108703,East Zone,District_H,50,2024-11-11,06:31,Market,CP_6754,14.737837,82.666609,Glass,Bottle,93.77,10.16,39.7,65.86,31.57,10.18,23.78,49.36,3.02,2.51,9.88,36.43,45.55,23.08,153,5,93.79,Yes,Electric Vehicle,6986,49.99,20,25.63,Low,Waste Processing Unit,3.2,67.28,92.61,90.17,21.17,0.15,32.16,517.47,101.05,Medium,Landfill
SWM_108704,South Zone,District_H,46,2025-04-19,07:19,Hospital,CP_8163,11.35364,90.277535,Metal,Copper,445.73,2.49,83.02,51.51,59.67,21.56,28.58,45.36,14.83,7.32,6.61,24.3,56.95,12.62,119,4,33.66,No,Electric Vehicle,2221,38.86,67,39.37,Low,Transfer Station,11.32,86.27,38.67,46.96,65.93,77.07,75.53,336.5,46.87,High,Landfill
SWM_108705,Central Zone,District_B,3,2024-10-02,13:31,Market,CP_9653,14.836866,79.022871,Organic,Food Waste,157.94,0.87,56.94,82.48,44.26,32.17,1.86,24.63,9.3,3.36,6.38,42.28,20.14,65.95,222,3,58.16,Yes,Auto Tipper,8735,50.19,24,22.88,High,Recovery Center,2.8,77.1,55.92,74.87,0.17,33.82,15.45,596.62,84.51,High,Recycling
SWM_108706,West Zone,District_C,37,2025-06-26,22:13,Market,CP_3352,17.41648,74.545827,Mixed,General Waste,679.02,6.09,17.27,97.83,7.82,20.84,0.83,37.49,11.45,5.04,2.56,20.47,30.11,49.83,168,4,73.89,Yes,Compactor Truck,4179,38.0,177,18.47,Low,Waste Processing Unit,55.29,14.23,36.23,16.14,4.57,98.93,45.97,271.04,64.65,High,Landfill
SWM_108707,Industrial Zone,District_C,53,2025-04-13,00:33,Residential,CP_5171,21.595969,72.147275,Organic,Fruit Waste,197.93,5.33,42.76,25.35,62.71,45.16,30.58,36.4,6.05,1.11,0.19,34.69,20.33,107.44,260,8,34.73,Yes,Mini Truck,8148,11.91,161,38.84,Low,Recycling Plant,7.21,67.35,23.78,11.05,33.64,28.45,61.3,130.46,85.11,High,Recycling
SWM_108708,Industrial Zone,District_H,13,2025-04-23,06:16,Hospital,CP_9579,13.508377,70.859623,Plastic,Plastic Bags,273.01,10.64,30.35,71.2,58.87,3.98,28.71,6.13,8.87,1.66,0.86,25.75,71.38,19.07,174,4,75.99,Yes,Dump Truck,10216,58.79,5,20.14,High,Recovery Center,75.94,50.98,30.79,58.0,96.01,29.35,71.57,74.98,71.84,High,Composting
SWM_108709,West Zone,District_B,32,2025-02-22,17:45,Market,CP_3459,12.258498,76.230443,Glass,Jar,41.53,9.73,34.35,36.36,47.54,3.4,4.0,10.56,3.36,1.77,3.66,20.24,65.79,51.34,85,4,51.05,Yes,Auto Tipper,9254,1.48,103,8.59,High,Composting Facility,48.29,43.19,42.35,39.32,0.81,74.32,44.57,300.41,116.98,Low,Recycling
SWM_108710,Urban Zone,District_B,21,2025-06-07,23:21,Commercial,CP_6126,35.555526,91.752441,Plastic,Plastic Bags,245.45,1.3,51.26,51.86,23.94,2.44,8.02,8.54,14.13,3.46,6.92,25.73,84.31,70.1,257,10,92.57,Yes,Dump Truck,8791,7.27,144,38.8,High,Waste Processing Unit,30.02,97.48,14.17,57.52,48.11,97.91,94.68,310.8,87.6,Medium,Landfill
SWM_108711,South Zone,District_F,38,2025-01-13,08:57,Hospital,CP_5036,13.190588,77.423979,Metal,Aluminum,734.83,3.16,11.84,14.91,30.16,5.37,1.15,22.18,4.77,4.37,7.13,29.17,22.74,106.75,220,3,31.77,Yes,Electric Vehicle,1778,1.56,30,34.96,Low,Waste Processing Unit,34.89,76.94,24.86,50.59,43.67,26.66,45.97,46.19,107.41,Low,Recycling
SWM_108712,West Zone,District_F,20,2025-04-10,00:54,Institutional,CP_4145,9.750603,94.557133,Paper,Magazine,484.31,5.46,10.81,80.42,25.57,34.59,16.72,58.11,9.54,5.02,4.09,21.9,52.8,56.44,144,7,54.67,Yes,Auto Tipper,8337,59.68,157,5.61,High,Recycling Plant,7.88,45.36,45.08,84.77,24.06,84.59,77.84,286.26,42.92,Low,Landfill
SWM_108713,Urban Zone,District_D,5,2024-10-05,06:45,Hospital,CP_7853,33.100308,68.946985,Plastic,PET,716.13,5.28,56.86,32.68,17.72,19.11,36.33,17.55,6.13,6.19,8.76,26.02,39.7,16.93,294,5,48.83,Yes,Compactor Truck,5185,43.69,95,8.05,High,Recovery Center,86.69,32.59,64.75,36.32,4.24,25.56,3.66,397.5,71.42,Low,Recycling
SWM_108714,Suburban Zone,District_F,46,2025-04-28,03:06,Institutional,CP_5510,15.116754,91.688259,Metal,Iron,322.95,5.9,70.2,47.15,67.02,39.18,21.79,32.03,10.89,6.49,5.57,27.14,27.32,70.42,179,10,73.75,No,Auto Tipper,4152,47.37,76,10.83,Low,Transfer Station,20.51,67.92,72.19,58.41,31.9,69.01,17.98,323.77,27.96,Low,Recycling
SWM_108715,Urban Zone,District_A,10,2025-04-21,09:32,Residential,CP_3383,8.368377,88.343173,Glass,Jar,795.63,1.98,35.43,93.63,28.5,33.14,31.3,29.01,13.63,2.77,5.98,19.36,59.37,45.39,132,5,33.19,No,Auto Tipper,5443,59.38,37,33.1,Moderate,Composting Facility,92.75,97.93,94.1,61.07,21.44,23.58,20.57,552.0,33.76,High,Composting
SWM_108716,Industrial Zone,District_H,1,2024-08-31,01:08,Residential,CP_2315,27.273482,83.064637,Glass,Bottle,393.84,1.06,25.99,49.8,62.01,1.9,20.59,31.13,2.1,5.57,1.78,34.28,56.04,39.09,86,7,35.9,No,Dump Truck,1663,53.79,166,27.18,Moderate,Transfer Station,14.61,85.55,32.61,63.95,53.19,41.39,1.37,44.26,93.53,Medium,Landfill
SWM_108717,West Zone,District_B,28,2025-01-14,23:00,Commercial,CP_8928,31.561686,90.878161,Glass,Container,502.2,11.47,19.41,61.25,58.26,30.96,28.81,38.75,8.53,1.32,0.91,30.86,91.83,41.37,141,3,20.09,No,Electric Vehicle,7531,49.46,24,27.11,High,Recovery Center,72.21,74.84,22.37,51.31,41.72,33.74,86.61,599.69,106.45,Low,Recycling
SWM_108718,Urban Zone,District_B,10,2024-08-14,21:48,Hospital,CP_1227,12.549179,87.233561,Paper,Magazine,174.78,1.54,89.11,88.87,51.49,24.0,24.65,34.24,4.25,8.8,8.83,37.66,38.81,110.25,253,7,95.22,No,Auto Tipper,11217,23.32,83,19.12,Moderate,Waste Processing Unit,37.7,75.07,49.31,54.3,71.65,70.48,32.39,72.63,106.09,High,Composting
SWM_108719,Urban Zone,District_E,43,2025-02-11,06:43,Market,CP_2838,9.338621,69.433203,Organic,Fruit Waste,751.37,6.83,48.0,50.43,16.55,6.62,36.93,57.6,12.9,6.2,9.53,31.0,74.73,17.47,338,3,66.38,No,Mini Truck,6684,51.79,168,12.02,Moderate,Waste Processing Unit,58.61,96.5,0.25,22.44,45.06,86.44,62.33,574.25,56.56,Medium,Landfill
SWM_108720,Urban Zone,District_B,11,2024-09-18,15:00,Institutional,CP_7806,16.481121,92.339792,Mixed,Municipal Mixed,728.34,10.93,33.82,11.99,37.58,17.73,33.79,35.02,10.52,1.58,9.61,44.23,41.83,50.52,222,9,89.38,No,Mini Truck,11106,3.42,34,9.3,High,Waste Processing Unit,84.92,63.56,61.47,56.28,99.69,88.7,18.98,281.94,28.56,Low,Recycling
SWM_108721,Urban Zone,District_H,40,2025-03-12,04:03,Institutional,CP_1141,17.564774,93.588772,Glass,Container,766.16,6.87,34.95,63.6,56.18,36.6,2.18,41.63,0.08,3.65,9.29,42.8,59.61,28.98,304,2,63.17,No,Mini Truck,4238,12.68,96,17.2,Moderate,Composting Facility,77.78,32.96,78.96,74.94,91.32,73.1,59.34,427.91,37.33,Low,Composting
SWM_108722,Urban Zone,District_C,22,2024-10-24,14:56,Market,CP_8466,35.212923,71.143617,Plastic,Plastic Bags,553.33,7.65,72.25,5.66,13.24,25.9,29.31,5.9,4.36,9.74,6.0,33.87,25.95,117.24,58,8,77.27,Yes,Dump Truck,9005,44.09,110,39.79,High,Waste Processing Unit,79.25,4.7,70.8,61.68,43.96,5.37,56.58,129.51,60.02,Low,Landfill
SWM_108723,West Zone,District_B,3,2025-05-01,09:40,Hospital,CP_8570,11.854092,91.026649,Plastic,Plastic Bags,206.08,1.92,52.11,22.53,78.35,30.77,29.02,37.4,7.66,2.7,3.39,22.03,93.33,16.82,138,2,97.75,Yes,Dump Truck,10370,17.53,102,10.87,Low,Waste Processing Unit,99.93,9.43,80.72,63.48,68.88,32.19,59.12,420.88,69.22,Medium,Energy Recovery
SWM_108724,North Zone,District_D,18,2024-08-29,11:23,Market,CP_5202,26.152761,74.692329,Mixed,Mixed Dry,431.54,1.95,17.02,40.97,45.9,25.36,16.03,24.11,7.68,6.35,6.64,40.57,57.63,43.77,54,2,91.14,No,Electric Vehicle,10478,11.67,41,26.06,Moderate,Composting Facility,24.17,74.76,94.74,92.74,48.37,99.83,3.59,466.2,77.2,High,Landfill
SWM_108725,Urban Zone,District_H,27,2025-02-23,04:01,Commercial,CP_4192,36.284373,94.617523,Paper,Cardboard,185.07,1.49,12.24,72.01,12.21,48.65,33.1,13.55,1.38,6.16,2.98,42.0,35.89,75.7,73,7,53.68,Yes,Dump Truck,2741,31.61,158,33.39,Low,Composting Facility,42.24,91.61,97.57,55.22,22.23,37.36,16.71,264.73,92.68,Medium,Landfill
SWM_108726,South Zone,District_G,59,2025-05-26,17:06,Residential,CP_3114,22.527688,75.330881,Glass,Jar,28.78,4.2,22.84,82.73,57.19,22.93,18.71,14.47,2.26,7.56,6.45,40.92,93.21,47.54,346,6,51.74,No,Compactor Truck,4406,59.84,52,36.48,Moderate,Recycling Plant,34.3,98.53,70.72,72.14,25.29,62.27,41.69,256.57,93.85,Medium,Energy Recovery
SWM_108727,South Zone,District_D,27,2024-10-24,20:42,Industrial,CP_1624,19.956498,79.503485,Plastic,LDPE,742.55,8.89,22.14,73.13,63.73,10.42,5.84,16.89,14.78,2.16,8.92,28.99,24.5,27.36,198,1,87.31,Yes,Dump Truck,1640,39.45,115,34.67,High,Recovery Center,67.93,35.3,3.32,65.77,19.28,19.44,77.53,47.88,117.27,High,Landfill
SWM_108728,Suburban Zone,District_E,28,2024-11-03,12:59,Hospital,CP_2788,13.983863,71.281367,Metal,Aluminum,549.35,2.66,83.85,80.47,26.63,35.97,25.34,44.73,5.67,6.26,5.92,25.01,41.32,111.05,198,2,25.98,Yes,Mini Truck,1438,46.3,7,34.09,High,Recycling Plant,56.29,12.34,3.42,6.24,29.14,18.57,42.66,54.49,104.67,Low,Recycling
SWM_108729,Urban Zone,District_C,46,2025-05-03,18:01,Residential,CP_1969,33.685491,72.70635,Mixed,Mixed Wet,118.87,1.42,81.56,88.77,51.26,5.84,35.98,46.75,0.57,8.6,1.79,40.73,83.37,63.33,338,10,42.79,No,Compactor Truck,4622,39.35,35,28.8,Moderate,Waste Processing Unit,90.47,84.14,4.25,78.06,8.36,88.09,4.79,575.62,115.34,Low,Landfill
SWM_108730,Central Zone,District_G,2,2025-03-14,08:11,Hospital,CP_6762,24.649843,86.897261,Metal,Iron,562.96,8.85,42.03,35.34,44.25,8.2,36.04,37.11,14.31,4.31,5.69,21.08,34.07,9.83,81,9,75.17,No,Auto Tipper,6908,42.33,147,31.94,High,Transfer Station,76.09,94.53,21.89,10.74,89.62,23.4,78.1,569.18,48.79,Low,Landfill
SWM_108731,Industrial Zone,District_C,28,2024-08-09,09:41,Market,CP_1275,22.07849,74.491948,Plastic,HDPE,482.21,1.94,5.96,89.41,22.15,8.62,31.01,33.68,5.23,5.19,1.34,41.34,38.83,74.1,147,6,74.9,No,Dump Truck,5291,8.11,92,2.27,Low,Composting Facility,56.69,41.03,98.91,58.82,89.84,47.12,61.84,332.94,36.55,Medium,Energy Recovery
SWM_108732,West Zone,District_A,30,2025-03-17,01:18,Residential,CP_7807,15.568557,92.638759,Organic,Crop Residue,545.45,8.22,55.12,35.14,40.14,17.3,10.37,35.94,1.9,4.11,9.43,44.21,63.08,99.93,333,4,34.62,Yes,Auto Tipper,2299,52.16,133,18.69,Moderate,Composting Facility,63.42,5.33,36.59,29.75,30.02,13.73,67.67,356.18,69.87,Low,Energy Recovery
SWM_108733,Central Zone,District_C,39,2024-09-22,15:14,Industrial,CP_3517,15.088095,73.660869,Paper,Newspaper,369.77,3.39,8.71,77.27,18.82,49.78,24.92,50.51,7.9,9.21,1.78,25.71,33.14,98.81,221,4,34.8,Yes,Compactor Truck,9766,36.22,86,26.1,Low,Composting Facility,85.98,17.91,74.57,16.4,99.88,87.97,17.85,446.13,112.73,Medium,Landfill
SWM_108734,Industrial Zone,District_G,24,2025-06-10,11:59,Industrial,CP_2262,10.693543,87.717908,Mixed,Municipal Mixed,722.16,7.76,53.9,3.7,40.59,45.59,35.37,24.25,6.9,3.51,8.79,26.55,50.36,44.92,301,8,71.14,No,Dump Truck,4608,2.13,109,15.36,Low,Recycling Plant,97.64,22.22,15.99,66.51,35.9,34.69,59.21,248.65,97.85,Low,Recycling
SWM_108735,South Zone,District_B,14,2025-03-05,05:10,Market,CP_6641,30.702552,75.425055,Mixed,Municipal Mixed,579.71,5.14,27.21,60.48,28.46,44.57,36.87,7.37,0.24,9.79,4.42,21.93,41.36,23.66,264,9,42.16,Yes,Electric Vehicle,6957,50.17,75,15.4,Moderate,Waste Processing Unit,28.71,29.5,43.06,36.03,26.8,66.97,10.36,476.01,57.3,Medium,Recycling
SWM_108736,Urban Zone,District_F,58,2024-09-10,19:26,Institutional,CP_8885,11.31011,88.530418,Metal,Copper,437.61,1.42,27.25,43.07,51.34,3.69,22.61,33.1,5.57,5.61,1.71,31.16,80.9,48.21,191,8,33.09,Yes,Dump Truck,10722,21.47,62,3.92,High,Transfer Station,7.98,60.13,37.37,94.18,55.57,23.85,69.46,466.98,53.05,Low,Composting
SWM_108737,Suburban Zone,District_H,40,2024-12-23,15:45,Market,CP_8185,23.666433,91.529561,Mixed,Mixed Dry,519.54,8.24,52.82,70.45,32.99,10.71,18.91,45.76,2.58,0.15,2.9,23.4,64.12,14.33,184,2,27.1,Yes,Compactor Truck,9635,4.36,103,25.66,Moderate,Recycling Plant,24.62,1.27,37.18,15.71,40.38,26.25,78.59,466.43,96.09,Low,Energy Recovery
SWM_108738,Industrial Zone,District_H,51,2024-08-04,04:37,Commercial,CP_4355,27.34071,90.716142,Plastic,LDPE,498.41,9.6,15.64,66.54,42.63,5.64,32.24,21.45,9.04,3.14,3.84,29.21,36.19,71.09,294,7,49.46,No,Mini Truck,6011,20.76,81,8.28,Moderate,Composting Facility,6.88,57.12,37.85,99.94,42.99,50.98,58.59,432.64,71.7,Low,Energy Recovery
SWM_108739,South Zone,District_E,31,2024-11-28,22:30,Residential,CP_8307,26.110693,69.193659,Metal,Steel,397.87,8.48,80.82,52.18,40.83,6.14,35.22,55.74,1.39,0.12,7.71,31.19,59.93,105.85,198,10,70.95,No,Auto Tipper,5733,15.13,67,30.45,Low,Composting Facility,42.58,46.76,88.05,18.78,56.59,12.14,88.0,532.45,116.83,Low,Landfill
SWM_108740,North Zone,District_F,29,2024-11-10,19:26,Commercial,CP_6381,11.025494,95.715854,Metal,Copper,618.4,11.46,47.61,70.59,40.18,1.58,8.48,28.36,11.51,0.89,5.12,35.17,61.63,54.96,168,9,61.8,Yes,Compactor Truck,9223,58.99,50,36.14,Low,Recovery Center,12.56,40.6,4.27,35.52,23.08,13.0,13.49,67.7,108.97,Low,Recycling
SWM_108741,East Zone,District_C,36,2025-06-13,15:50,Commercial,CP_2865,33.457255,82.125031,Glass,Jar,98.91,10.54,76.2,63.88,62.48,21.56,11.15,23.7,8.41,4.67,3.42,39.89,56.2,9.18,170,3,65.19,Yes,Mini Truck,11469,45.29,92,15.3,High,Recovery Center,32.37,45.42,47.43,41.13,39.7,41.65,69.05,84.85,61.42,High,Landfill
SWM_108742,South Zone,District_F,15,2025-04-24,02:54,Market,CP_4131,20.367994,74.259894,Metal,Iron,498.96,4.31,11.29,91.58,50.94,9.18,9.06,27.89,7.5,9.89,8.07,19.34,38.67,119.0,245,7,93.68,Yes,Auto Tipper,5056,47.06,28,29.37,High,Transfer Station,56.15,43.79,56.3,87.55,42.49,11.52,5.84,319.53,105.28,Medium,Recycling
SWM_108743,Urban Zone,District_H,56,2024-12-18,12:04,Market,CP_6511,27.716065,78.969739,Paper,Newspaper,226.27,7.39,8.66,80.22,34.95,35.56,6.47,39.16,4.45,3.74,6.12,40.65,48.44,47.01,135,2,55.01,Yes,Compactor Truck,10482,42.65,136,34.9,Moderate,Recycling Plant,95.16,94.69,79.26,65.2,34.25,91.57,13.51,143.39,24.09,Medium,Energy Recovery
SWM_108744,South Zone,District_B,58,2025-06-03,04:34,Market,CP_8715,32.628569,92.750975,Mixed,General Waste,138.8,11.58,31.92,57.53,53.09,0.01,15.06,38.32,12.13,3.45,6.36,32.55,49.1,29.53,82,7,77.61,Yes,Mini Truck,7859,44.17,177,11.66,Moderate,Composting Facility,4.85,95.8,21.79,67.44,34.06,33.12,82.52,522.71,76.55,High,Energy Recovery
SWM_108745,North Zone,District_B,9,2025-07-19,10:17,Industrial,CP_1631,11.969116,68.03886,Plastic,LDPE,323.85,8.21,58.31,95.38,55.14,40.67,32.78,7.3,3.9,9.62,1.19,18.15,55.14,8.03,208,1,88.51,No,Mini Truck,2109,3.34,169,29.28,Moderate,Transfer Station,71.09,73.26,5.84,22.93,85.66,26.13,51.41,526.15,74.09,Medium,Recycling
SWM_108746,South Zone,District_C,31,2025-06-22,03:06,Residential,CP_7005,29.946249,84.827962,Mixed,Municipal Mixed,207.67,3.28,79.57,57.87,7.24,7.82,4.01,26.59,14.98,8.69,7.9,42.96,75.05,100.67,82,6,97.25,No,Dump Truck,11397,41.56,147,10.85,High,Recovery Center,78.09,47.22,12.31,8.19,61.45,64.82,29.55,105.33,118.11,Low,Composting
SWM_108747,West Zone,District_D,12,2024-11-07,17:00,Industrial,CP_6769,25.168544,91.973347,Metal,Copper,172.36,4.44,16.48,58.2,22.71,36.25,4.47,13.1,11.71,1.16,6.02,34.24,73.06,73.04,332,9,65.84,No,Mini Truck,6166,51.5,11,30.68,Moderate,Waste Processing Unit,90.19,26.45,69.6,90.55,44.49,27.17,96.86,470.72,38.24,Low,Composting
SWM_108748,Central Zone,District_D,21,2025-02-11,00:25,Hospital,CP_8585,36.046945,81.507896,Paper,Cardboard,539.99,5.15,62.41,48.84,34.24,2.59,9.7,23.08,1.73,7.83,5.91,29.68,78.58,74.5,192,7,70.08,No,Mini Truck,7328,20.7,148,32.25,High,Transfer Station,24.68,5.93,29.69,54.06,7.58,96.34,95.14,127.32,92.24,Medium,Energy Recovery
SWM_108749,Urban Zone,District_A,34,2025-07-20,00:09,Commercial,CP_9717,11.806843,95.168186,Glass,Jar,502.36,1.71,30.53,84.11,57.33,45.38,15.94,18.19,2.89,1.2,2.49,39.66,78.64,1.76,139,1,48.2,No,Mini Truck,5890,39.96,116,14.75,Low,Waste Processing Unit,4.33,46.18,59.7,66.78,97.0,37.19,82.03,485.22,91.85,Low,Composting
SWM_108750,North Zone,District_F,46,2025-04-11,22:48,Market,CP_9228,23.71759,94.613592,Mixed,General Waste,77.41,2.76,22.81,1.47,79.22,1.63,5.77,31.52,2.14,8.12,3.84,21.33,49.56,30.02,192,7,78.76,Yes,Electric Vehicle,7257,23.87,127,35.41,High,Recycling Plant,33.88,38.07,69.75,17.65,71.81,28.85,7.47,543.39,65.05,Low,Recycling
SWM_108751,Industrial Zone,District_C,46,2024-08-23,20:16,Hospital,CP_2180,28.802494,71.277988,Organic,Food Waste,248.35,6.03,43.4,89.83,71.69,47.69,0.21,5.27,2.24,9.05,1.2,26.7,24.45,21.74,191,1,82.3,No,Compactor Truck,3081,27.73,80,9.2,High,Recovery Center,85.17,26.34,55.29,99.08,14.62,88.82,45.49,513.23,85.89,Medium,Recycling
SWM_108752,Industrial Zone,District_A,58,2024-12-26,17:08,Industrial,CP_6896,35.719725,90.742823,Paper,Cardboard,144.42,7.25,80.42,10.64,24.16,16.04,25.72,57.83,7.66,7.34,5.52,35.59,87.79,79.17,224,6,50.35,Yes,Compactor Truck,10681,7.39,11,2.18,Low,Composting Facility,66.29,60.19,21.09,14.1,41.57,46.17,43.63,178.58,106.78,Low,Landfill
SWM_108753,Suburban Zone,District_F,30,2025-02-22,07:10,Industrial,CP_5468,15.400159,84.789187,Plastic,Plastic Bags,292.19,5.05,54.55,76.27,74.64,5.21,9.48,23.43,4.49,4.94,2.87,42.38,64.19,93.06,50,5,52.42,No,Dump Truck,1092,29.55,67,3.02,Moderate,Composting Facility,27.13,46.63,71.25,47.66,95.76,11.56,62.06,221.17,50.18,Low,Energy Recovery
SWM_108754,Urban Zone,District_H,18,2025-04-21,21:48,Hospital,CP_6491,30.521721,87.055645,Paper,Magazine,365.13,7.81,76.22,24.01,38.87,49.74,1.48,29.22,14.33,5.85,4.91,30.08,63.72,84.1,42,9,67.83,No,Compactor Truck,4075,6.11,14,20.64,Low,Recovery Center,95.12,43.88,57.89,43.96,2.05,12.79,25.65,378.07,58.17,High,Recycling
SWM_108755,Industrial Zone,District_F,35,2025-04-10,19:07,Institutional,CP_9208,33.991438,83.185701,Metal,Iron,708.85,5.88,65.17,44.74,58.45,49.58,16.98,12.01,0.03,9.93,8.07,28.02,47.21,17.87,328,9,21.66,No,Electric Vehicle,3799,23.75,58,19.03,Low,Recycling Plant,25.98,28.92,84.04,86.27,68.19,69.73,77.09,418.62,100.72,Low,Recycling
SWM_108756,Suburban Zone,District_H,48,2024-10-30,11:39,Institutional,CP_9390,8.852651,90.186845,Mixed,General Waste,540.48,1.4,83.93,18.35,44.46,1.24,36.34,55.0,13.24,9.88,1.88,43.99,61.54,66.94,347,2,52.54,Yes,Compactor Truck,8805,12.67,75,37.61,Moderate,Recycling Plant,88.99,98.11,61.66,79.25,48.55,7.89,86.43,400.35,19.33,Medium,Energy Recovery
SWM_108757,North Zone,District_D,16,2025-06-22,11:29,Commercial,CP_8945,32.130724,85.508722,Paper,Office Paper,573.71,10.63,83.07,19.89,48.75,34.09,25.82,34.28,11.9,2.41,3.46,40.99,46.52,113.53,65,5,66.37,No,Compactor Truck,11675,9.5,28,4.25,Low,Waste Processing Unit,64.56,41.88,0.39,96.61,17.3,63.15,22.55,377.09,25.82,High,Energy Recovery
SWM_108758,Central Zone,District_C,60,2024-08-04,15:42,Institutional,CP_9587,9.599576,76.158808,Paper,Office Paper,674.96,8.54,88.31,96.67,60.54,45.57,20.47,4.01,2.37,9.43,0.37,30.11,85.73,8.48,32,3,98.26,No,Auto Tipper,7693,21.71,145,6.5,Low,Composting Facility,9.8,83.51,63.8,67.17,32.45,56.22,96.39,210.76,71.11,Medium,Composting
SWM_108759,North Zone,District_G,27,2024-08-10,02:36,Residential,CP_5011,17.695469,87.17231,Paper,Newspaper,626.74,10.48,78.36,9.91,53.41,43.95,22.79,32.88,7.01,9.63,6.49,43.4,81.51,104.85,282,6,46.11,Yes,Compactor Truck,11992,5.8,77,5.36,Low,Waste Processing Unit,47.97,31.25,61.99,45.34,82.27,67.54,29.21,299.38,112.3,Medium,Landfill
SWM_108760,West Zone,District_D,31,2025-06-01,18:58,Market,CP_3352,24.734634,86.474897,Glass,Jar,525.89,0.51,53.93,66.15,47.08,21.42,22.96,46.03,13.23,1.21,4.98,19.0,21.69,115.13,156,3,51.85,No,Mini Truck,3689,14.53,141,35.56,Moderate,Transfer Station,4.95,65.63,40.29,39.96,50.01,86.18,81.6,61.08,34.91,Medium,Recycling
SWM_108761,Industrial Zone,District_C,5,2025-04-13,12:15,Market,CP_3306,34.74531,94.190067,Metal,Copper,619.1,6.75,71.95,19.13,7.89,47.19,39.57,28.92,13.24,2.54,1.56,20.51,93.04,49.18,120,2,40.73,Yes,Electric Vehicle,3074,55.77,58,38.85,Low,Recovery Center,4.81,64.39,96.89,13.44,78.74,22.28,46.44,215.44,51.64,Low,Recycling
SWM_108762,Central Zone,District_G,38,2025-07-12,06:00,Hospital,CP_1015,29.685941,78.547175,Paper,Cardboard,538.07,5.39,26.87,34.07,77.71,17.96,19.71,7.6,13.94,1.64,9.67,40.48,58.29,34.33,59,1,67.43,Yes,Compactor Truck,10999,13.82,17,26.37,High,Recovery Center,8.06,8.38,60.85,51.12,35.31,40.25,4.8,96.68,99.57,Low,Energy Recovery
SWM_108763,Urban Zone,District_E,37,2024-09-13,04:27,Market,CP_1647,29.054972,90.658152,Metal,Aluminum,149.09,11.33,19.61,97.14,47.46,9.65,37.21,13.17,1.75,1.7,3.83,19.12,88.38,59.42,40,8,54.91,No,Auto Tipper,4297,41.46,7,22.17,High,Composting Facility,89.42,54.12,64.6,30.2,87.98,82.69,92.56,222.23,53.52,Medium,Landfill
SWM_108764,West Zone,District_D,28,2024-10-07,12:44,Commercial,CP_3684,35.400389,85.786899,Paper,Cardboard,430.2,7.74,83.43,65.15,55.76,35.64,15.32,24.34,5.88,9.12,6.6,44.46,25.35,86.22,179,6,36.12,Yes,Mini Truck,8777,31.67,13,6.81,High,Recycling Plant,0.11,16.97,68.58,42.19,22.36,67.28,6.91,107.39,112.82,High,Energy Recovery
SWM_108765,East Zone,District_B,22,2025-03-15,15:30,Institutional,CP_2803,17.778292,92.461389,Mixed,General Waste,543.16,10.87,70.43,23.72,53.52,19.11,26.03,30.2,4.82,8.3,5.53,38.81,54.18,117.84,87,1,63.56,No,Compactor Truck,5695,44.48,49,19.18,High,Recovery Center,79.43,95.6,76.81,74.08,59.3,95.6,71.66,57.29,40.63,Medium,Landfill
